S/N,STATE,LGA,REGISTRATION AREA,POLLING UNIT,DELIMITATION,TOTAL
2436,JIGAWA,JAHUN,KALE,SUKULLIFI/SUKULLIFI,17-14-10-009,268
2437,JIGAWA,JAHUN,KALE,GIDAN DATTI/GIDAN DATTI,17-14-10-010,375
2438,JIGAWA,JAHUN,KALE,BURAGURI II,17-14-10-011,417
2439,JIGAWA,JAHUN,KALE,GIDAN DANGO CIKIN GARI/GIDAN DANGO CIKIN GARI,17-14-10-012,445
2440,JIGAWA,JAHUN,KALE,KOFAR YAMMA/KOFAR YAMMA I,17-14-10-013,139
2441,JIGAWA,JAHUN,KALE,KORAN MALAM,17-14-10-014,369
2442,JIGAWA,JAHUN,KALE,KOFAR YAMMA/KOFAR YAMMA  II,17-14-10-015,366
2443,JIGAWA,JAHUN,KALE,KOFAR YAMMA/KOFAR YAMMA  III,17-14-10-016,81
2444,JIGAWA,JAHUN,KALE,GIDAN ZAKI CIKIN GARI/GIDAN ZAKI CIKIN GARI,17-14-10-017,527
2445,JIGAWA,JAHUN,KALE,GIDAN FARA CIKIN GARI/GIDAN  FARA CIKIN GARI,17-14-10-018,261
2446,JIGAWA,JAHUN,KALE,KALE PS,17-14-10-019,58
2447,JIGAWA,JAHUN,KANWA,KANWA GIDAN MADAKI,17-14-11-001,384
2448,JIGAWA,JAHUN,KANWA,KANWA YOLA,17-14-11-002,625
2449,JIGAWA,JAHUN,KANWA,KANWA C/GARI I,17-14-11-003,707
2450,JIGAWA,JAHUN,KANWA,KANWA C/GARI II,17-14-11-004,533
2451,JIGAWA,JAHUN,KANWA,GIDAN MADAKI,17-14-11-005,351
2452,JIGAWA,JAHUN,KANWA,KANWA BUDA,17-14-11-006,397
2453,JIGAWA,JAHUN,KANWA,DOGON MARKE,17-14-11-007,339
2454,JIGAWA,JAHUN,KANWA,GAURAI GUNDUWA,17-14-11-008,451
2455,JIGAWA,JAHUN,KANWA,TSURATAWA GIWARAN/TSURUTAW/GIWARAN,17-14-11-009,506
2456,JIGAWA,JAHUN,KANWA,LUGGA CIKIN GARI/ UGGA CIKIN GARI,17-14-11-010,341
2457,JIGAWA,JAHUN,KANWA,GASKAWA/RINIYAL/GASKAWA/RINIYAL  I,17-14-11-011,338
2458,JIGAWA,JAHUN,KANWA,GASKAWA/RINIYAL/GASKAWA/RINIYAL  II,17-14-11-012,310
2459,JIGAWA,JAHUN,KANWA,TURUBA,17-14-11-013,413
2460,JIGAWA,JAHUN,KANWA,ATAWAME CIKIN GARI/ATAWAME CIKIN GARI,17-14-11-014,441
2461,JIGAWA,JAHUN,KANWA,TUNUBU,17-14-11-015,641
2462,JIGAWA,JAHUN,KANWA,ZANGO,17-14-11-016,461
2463,JIGAWA,KAFIN HAUSA,BALANGU,BALANGU PRI. SCH.  BULANGU GABAS,17-15-01-001,979
2464,JIGAWA,KAFIN HAUSA,BALANGU,DISTRICT HEAD OFFICE BULANGU KUDU,17-15-01-002,1447
2465,JIGAWA,KAFIN HAUSA,BALANGU,BALANGU PRI. SCH. BULANGU YAMMA,17-15-01-003,1198
2466,JIGAWA,KAFIN HAUSA,BALANGU,BUBARI PRI. SCH. BUBARI BUBARI,17-15-01-004,678
2467,JIGAWA,KAFIN HAUSA,BALANGU,CHAKWASAM PRI. SCH. CHAKWASAM,17-15-01-005,294
2468,JIGAWA,KAFIN HAUSA,BALANGU,CHIROMARI VILLAGE CENTRE  CHIROMARI,17-15-01-006,407
2469,JIGAWA,KAFIN HAUSA,BALANGU,DISPENSARY/FAWARI,17-15-01-007,728
2470,JIGAWA,KAFIN HAUSA,BALANGU,GALADIMARI PRI. SCH. GALADIMARI,17-15-01-008,271
2471,JIGAWA,KAFIN HAUSA,BALANGU,VILLAGE CENTRE/GIDAN JAURO,17-15-01-009,217
2472,JIGAWA,KAFIN HAUSA,BALANGU,VILLAGE CENTRE/GOYI,17-15-01-010,362
2473,JIGAWA,KAFIN HAUSA,BALANGU,VILLAGE CENTRE/ KAKAMARI,17-15-01-011,384
2474,JIGAWA,KAFIN HAUSA,BALANGU,DISPENSARY/KARABBALI,17-15-01-012,214
2475,JIGAWA,KAFIN HAUSA,BALANGU,LUGGA PRI. SCH.,17-15-01-013,402
2476,JIGAWA,KAFIN HAUSA,BALANGU,MALUMAWA PRI. SCH.,17-15-01-014,386
2477,JIGAWA,KAFIN HAUSA,BALANGU,VILLAGE CENTRE/MANGARI,17-15-01-015,196
2478,JIGAWA,KAFIN HAUSA,BALANGU,SABON SARA PRI. SCH.,17-15-01-016,783
2479,JIGAWA,KAFIN HAUSA,BALANGU,TUMUNJIRI PRIMARY SCHOOL,17-15-01-017,621
2480,JIGAWA,KAFIN HAUSA,BALANGU,VILLAGE/TURAKA,17-15-01-018,298
2481,JIGAWA,KAFIN HAUSA,BALANGU,VILLAGE/TSAGANWA,17-15-01-019,428
2482,JIGAWA,KAFIN HAUSA,BALANGU,VILLAGE/ YAWAN KOGI,17-15-01-020,191
2483,JIGAWA,KAFIN HAUSA,BALANGU,PRIMARY SCHOOL/ YAMUSORI,17-15-01-021,398
2484,JIGAWA,KAFIN HAUSA,BALANGU,PRIMARY SCHOOL/ YAYARI,17-15-01-022,459
2485,JIGAWA,KAFIN HAUSA,BALANGU,WASARI/ VILLAGE CENTRE,17-15-01-023,407
2486,JIGAWA,KAFIN HAUSA,BALANGU,BALANGU PRI. SCH.  BULANGU GABAS II,17-15-01-024,78
2487,JIGAWA,KAFIN HAUSA,BALANGU,DISTRICT HEAD OFFICE ,17-15-01-025,71
2488,JIGAWA,KAFIN HAUSA,BALANGU,BULANGU YAMMA PS II	,17-15-01-026,56
2489,JIGAWA,KAFIN HAUSA,BALANGU,"BULANGU PRI.SCH, GABAS III	",17-15-01-027,62
2490,JIGAWA,KAFIN HAUSA,BALANGU,SABON SARA PRI. SCH. II,17-15-01-028,84
2491,JIGAWA,KAFIN HAUSA,DUMADUMIN TOKA,PRI. SCH. AUNO IBRAHIM,17-15-02-001,276
2492,JIGAWA,KAFIN HAUSA,DUMADUMIN TOKA,VILLAGE CENTRE/AUNO MAKERA,17-15-02-002,382
2493,JIGAWA,KAFIN HAUSA,DUMADUMIN TOKA,AUNO MASARAUTA PRI. SCH.,17-15-02-003,261
2494,JIGAWA,KAFIN HAUSA,DUMADUMIN TOKA,DUMADUMIN TOKA PRI. SCH.,17-15-02-004,750
2495,JIGAWA,KAFIN HAUSA,DUMADUMIN TOKA,VILLAGE CENTRE/DUNDAYE,17-15-02-005,133
2496,JIGAWA,KAFIN HAUSA,DUMADUMIN TOKA,VILLAGE CENTRE/GIDAN CHEDIYA,17-15-02-006,382
2497,JIGAWA,KAFIN HAUSA,DUMADUMIN TOKA,GIDAN KARGO PRI. SCH.,17-15-02-007,670
2498,JIGAWA,KAFIN HAUSA,DUMADUMIN TOKA,HANIYAL PRI. SCH.,17-15-02-008,438
2499,JIGAWA,KAFIN HAUSA,DUMADUMIN TOKA,LUFUDA PRI. SCH.,17-15-02-009,534
2500,JIGAWA,KAFIN HAUSA,DUMADUMIN TOKA,VILLAGE CENTRE/MAJERIN MASARAUTA,17-15-02-010,681
2501,JIGAWA,KAFIN HAUSA,DUMADUMIN TOKA,MAJERIN ZANGOMA PRI. SCH,17-15-02-011,846
2502,JIGAWA,KAFIN HAUSA,DUMADUMIN TOKA,VILLAGE CENTRE/WALUWA,17-15-02-012,362
2503,JIGAWA,KAFIN HAUSA,DUMADUMIN TOKA,DUMADUMIN-TOKA PS II,17-15-02-013,534
2504,JIGAWA,KAFIN HAUSA,GAFAYA,PRIMARY SCHOOL / ADIN,17-15-03-001,417
2505,JIGAWA,KAFIN HAUSA,GAFAYA,PRIMARY SCHOOL / ALAGARNO,17-15-03-002,339
2506,JIGAWA,KAFIN HAUSA,GAFAYA,VILLAGE CENTRE / AMADA,17-15-03-003,297
2507,JIGAWA,KAFIN HAUSA,GAFAYA,VILLAGE CENTRE / AZAUNA,17-15-03-004,428
2508,JIGAWA,KAFIN HAUSA,GAFAYA,PRIMARY SCHOOL / BAUSHE,17-15-03-005,506
2509,JIGAWA,KAFIN HAUSA,GAFAYA,PRIMARY SCHOOL / CHIYAYI,17-15-03-006,535
2510,JIGAWA,KAFIN HAUSA,GAFAYA,PRIMARY SCHOOL / GAFAYA,17-15-03-007,1101
2511,JIGAWA,KAFIN HAUSA,GAFAYA,VILLAGE CENTRE / KALETA,17-15-03-008,727
2512,JIGAWA,KAFIN HAUSA,GAFAYA,VILLAGE CENTRE / KATIRJE,17-15-03-009,389
2513,JIGAWA,KAFIN HAUSA,GAFAYA,VILLAGE CENTRE / KURUBO,17-15-03-010,469
2514,JIGAWA,KAFIN HAUSA,GAFAYA,PRIMARY SCHOOL KWARMAJAWA,17-15-03-011,397
2515,JIGAWA,KAFIN HAUSA,GAFAYA,PRIMARY SCHOOL RAMFA,17-15-03-012,854
2516,JIGAWA,KAFIN HAUSA,GAFAYA,PRIMARY SCHOOL SABARA,17-15-03-013,506
2517,JIGAWA,KAFIN HAUSA,GAFAYA,VILLAGE CENTRE / WUI - WUI,17-15-03-014,503
2518,JIGAWA,KAFIN HAUSA,GAFAYA,PRIMARY SCHOOL / Z / KAFI,17-15-03-015,387
2519,JIGAWA,KAFIN HAUSA,GAFAYA,VILLAGE CENTRE/MADAWA,17-15-03-016,236
2520,JIGAWA,KAFIN HAUSA,GAFAYA,GAFAYA PS II,17-15-03-017,50
2521,JIGAWA,KAFIN HAUSA,GAFAYA,DANDALIN BARNAWA,17-15-03-018,132
2522,JIGAWA,KAFIN HAUSA,GAFAYA,RAMFA PRIMARY SCHOOL II,17-15-03-019,43
2523,JIGAWA,KAFIN HAUSA,JABO,AIMUN PRI. SCH.,17-15-04-001,443
2524,JIGAWA,KAFIN HAUSA,JABO,AKURYA PRI. SCH,17-15-04-002,622
2525,JIGAWA,KAFIN HAUSA,JABO,GABARI PRI. SCH,17-15-04-003,509
2526,JIGAWA,KAFIN HAUSA,JABO,GAMAYIN PRI. SCH.,17-15-04-004,673
2527,JIGAWA,KAFIN HAUSA,JABO,GUMALDUWA PRI. SCH. GUMALDUWA,17-15-04-005,494
2528,JIGAWA,KAFIN HAUSA,JABO,HAGO PRI. SCH.,17-15-04-006,883
2529,JIGAWA,KAFIN HAUSA,JABO,VILLAGE CENTRE/HARDO ALI,17-15-04-007,606
2530,JIGAWA,KAFIN HAUSA,JABO,INKAIBO PRI. SCH.,17-15-04-008,608
2531,JIGAWA,KAFIN HAUSA,JABO,JABO PRI. SCH.,17-15-04-009,750
2532,JIGAWA,KAFIN HAUSA,JABO,KIRABABBA PRI. SCH.,17-15-04-010,356
2533,JIGAWA,KAFIN HAUSA,JABO,LIMAWA PRY SCH,17-15-04-011,866
2534,JIGAWA,KAFIN HAUSA,JABO,VILLAGE CENTRE/MALUMAWA,17-15-04-012,523
2535,JIGAWA,KAFIN HAUSA,JABO,SHUWARI PRI.  SCH.,17-15-04-013,550
2536,JIGAWA,KAFIN HAUSA,JABO,TAGE PRI. SCH.,17-15-04-014,807
2537,JIGAWA,KAFIN HAUSA,JABO,WA'EK PRI. SCH.,17-15-04-015,614
2538,JIGAWA,KAFIN HAUSA,JABO,YOLA MUSA PRI. SCH.,17-15-04-016,498
2539,JIGAWA,KAFIN HAUSA,JABO,VILLAGE CENTRE/SABONGIDA,17-15-04-017,474
2540,JIGAWA,KAFIN HAUSA,JABO,HAGO PRI. SCH. II,17-15-04-018,68
2541,JIGAWA,KAFIN HAUSA,JABO,JABO  PRI. SCH II,17-15-04-019,461
2542,JIGAWA,KAFIN HAUSA,JABO,LIMAWA PRI. SCH. II,17-15-04-020,177
2543,JIGAWA,KAFIN HAUSA,JABO,TAGE PRI. SCH. II,17-15-04-021,174
2544,JIGAWA,KAFIN HAUSA,KAFIN HAUSA,AGURA PRI. SCH.,17-15-05-001,800
2545,JIGAWA,KAFIN HAUSA,KAFIN HAUSA,A/GALADIMA PRI. SCH.,17-15-05-002,690
2546,JIGAWA,KAFIN HAUSA,KAFIN HAUSA,A/CHIROMA PRI. SCH.,17-15-05-003,999
2547,JIGAWA,KAFIN HAUSA,KAFIN HAUSA,ASKA PRI. SCH,17-15-05-004,534
2548,JIGAWA,KAFIN HAUSA,KAFIN HAUSA,BEBAYI PRI. SCH.,17-15-05-005,292
2549,JIGAWA,KAFIN HAUSA,KAFIN HAUSA,VILLAGE CENTRE/DAWASA,17-15-05-006,1166
2550,JIGAWA,KAFIN HAUSA,KAFIN HAUSA,DUDUMA PRI. SCH.,17-15-05-007,230
2551,JIGAWA,KAFIN HAUSA,KAFIN HAUSA,GAFASA HARUNA PRI. SCH.,17-15-05-008,573
2552,JIGAWA,KAFIN HAUSA,KAFIN HAUSA,G/TURAWA PRI. SCH.,17-15-05-009,735
2553,JIGAWA,KAFIN HAUSA,KAFIN HAUSA,KARGUMAKA PRI. SCH.,17-15-05-010,750
2554,JIGAWA,KAFIN HAUSA,KAFIN HAUSA,KAZAN GALADIMA PRI. SCH.,17-15-05-011,786
2555,JIGAWA,KAFIN HAUSA,KAFIN HAUSA,KAFIN HAUSA GABAS  PRI. SCH.,17-15-05-012,1178
2556,JIGAWA,KAFIN HAUSA,KAFIN HAUSA,KAFIN HAUSA YAMMA PRI. SCH.,17-15-05-013,1119
2557,JIGAWA,KAFIN HAUSA,KAFIN HAUSA,AGENCY FOR MASS EDU./ KAFIN HAUSA FADA,17-15-05-014,1233
2558,JIGAWA,KAFIN HAUSA,KAFIN HAUSA,KAFIN HAUSA KUDU PRI. SCH.,17-15-05-015,1451
2559,JIGAWA,KAFIN HAUSA,KAFIN HAUSA,KAFIN HAUSA  AREWA PRI. SCH.,17-15-05-016,1067
2560,JIGAWA,KAFIN HAUSA,KAFIN HAUSA,KAMU GATAWA PRI. SCH.,17-15-05-017,483
2561,JIGAWA,KAFIN HAUSA,KAFIN HAUSA,KAZAN PRI. SCH.,17-15-05-018,793
2562,JIGAWA,KAFIN HAUSA,KAFIN HAUSA,MADAWA BELLO PRI. SCH.,17-15-05-019,173
2563,JIGAWA,KAFIN HAUSA,KAFIN HAUSA,MASASSADI PRI. SCH,17-15-05-020,625
2564,JIGAWA,KAFIN HAUSA,KAFIN HAUSA,TURAKAWA PRI. SCH.,17-15-05-021,719
2565,JIGAWA,KAFIN HAUSA,KAFIN HAUSA,TOYAWA PRI. SCH.,17-15-05-022,626
2566,JIGAWA,KAFIN HAUSA,KAFIN HAUSA,MADAKI/A PRI. SCH. PRI. SCH.,17-15-05-023,502
2567,JIGAWA,KAFIN HAUSA,KAFIN HAUSA,YANDARMAN PRI. SCH.,17-15-05-024,1086
2568,JIGAWA,KAFIN HAUSA,KAFIN HAUSA,BAKIN KASUWA/KAFIN HAUSAKUDU,17-15-05-025,877
2569,JIGAWA,KAFIN HAUSA,KAFIN HAUSA,ASHURA CHIROMA PRI. SCH. II,17-15-05-026,200
2570,JIGAWA,KAFIN HAUSA,KAFIN HAUSA,VILLAGE CENTRE DAWA II,17-15-05-027,67
2571,JIGAWA,KAFIN HAUSA,KAFIN HAUSA,KARGUMAWA PRI. SCH II,17-15-05-028,431
2572,JIGAWA,KAFIN HAUSA,KAFIN HAUSA,KAFIN HAUSA PRI. SCH. II,17-15-05-029,91
2573,JIGAWA,KAFIN HAUSA,KAFIN HAUSA,UP KAFIN HAUSA K/M DATTI,17-15-05-030,156
2574,JIGAWA,KAFIN HAUSA,KAFIN HAUSA,AGENCY FOR MASS EDU. KAFIN HAUSA II,17-15-05-031,134
2575,JIGAWA,KAFIN HAUSA,KAFIN HAUSA,KAFIN HAUSA KUDU PS II,17-15-05-032,146
2576,JIGAWA,KAFIN HAUSA,KAFIN HAUSA,KAFIN HAUSA KUDU PS III,17-15-05-033,83
2577,JIGAWA,KAFIN HAUSA,KAFIN HAUSA,UP KAFIN HAUSA AREWA PRI. SCH.,17-15-05-034,211
2578,JIGAWA,KAFIN HAUSA,KAFIN HAUSA,YANDARMAN PRI. SCH II	,17-15-05-035,113
2579,JIGAWA,KAFIN HAUSA,KAFIN HAUSA,BAKIN KASUWA II,17-15-05-036,314
2580,JIGAWA,KAFIN HAUSA,KAZALEWA,ABDALLAWA PRI. SCH,17-15-06-001,618
2581,JIGAWA,KAFIN HAUSA,KAZALEWA,VILLAGE CENTRE/ADUWA,17-15-06-002,282
2582,JIGAWA,KAFIN HAUSA,KAZALEWA,ALIMAWA PRI. SCH.,17-15-06-003,404
2583,JIGAWA,KAFIN HAUSA,KAZALEWA,ATARU PRI. SCH.,17-15-06-004,353
2584,JIGAWA,KAFIN HAUSA,KAZALEWA,BIRKIDI PRI. SCH.,17-15-06-005,644
2585,JIGAWA,KAFIN HAUSA,KAZALEWA,VILLAGE CENTRE/GANZARAWA,17-15-06-006,333
2586,JIGAWA,KAFIN HAUSA,KAZALEWA,GIWARE PRI. SCH.,17-15-06-007,293
2587,JIGAWA,KAFIN HAUSA,KAZALEWA,VILLAGE CENTRE/KATANGA,17-15-06-008,396
2588,JIGAWA,KAFIN HAUSA,KAZALEWA,KAZALEWA PRI. SCH. I,17-15-06-009,1005
2589,JIGAWA,KAFIN HAUSA,KAZALEWA,VILLAGE CENTRE/KUNUNU,17-15-06-010,917
2590,JIGAWA,KAFIN HAUSA,KAZALEWA,KUNUNU ZAKI PRI. SCH.,17-15-06-011,285
2591,JIGAWA,KAFIN HAUSA,KAZALEWA,LAFIYAN MALAM PRI. SCH,17-15-06-012,230
2592,JIGAWA,KAFIN HAUSA,KAZALEWA,VILLAGE CENTRE/MARUWA,17-15-06-013,422
2593,JIGAWA,KAFIN HAUSA,KAZALEWA,VILLAGE CENTRE/KATEKO,17-15-06-014,275
2594,JIGAWA,KAFIN HAUSA,KAZALEWA,KAZALEWA PRI. SCH. II,17-15-06-015,124
2595,JIGAWA,KAFIN HAUSA,KAZALEWA,KUNUNU DANDALI P S VILLAGE CENTRE ,17-15-06-016,84
2596,JIGAWA,KAFIN HAUSA,MAJAWA,ALHAJERI PRI. SCH. ALHAJERI,17-15-07-001,198
2597,JIGAWA,KAFIN HAUSA,MAJAWA,ATABZA PRI. SCH. ATABZA,17-15-07-002,273
2598,JIGAWA,KAFIN HAUSA,MAJAWA,DUWAMERIN - ZANGOMA,17-15-07-003,646
2599,JIGAWA,KAFIN HAUSA,MAJAWA,VILLAGE CENTRE/GORAWA,17-15-07-004,239
2600,JIGAWA,KAFIN HAUSA,MAJAWA,GIDANDADADA PRI. SCH.,17-15-07-005,574
2601,JIGAWA,KAFIN HAUSA,MAJAWA,VILLAGE CENTRE/KALGERI,17-15-07-006,203
2602,JIGAWA,KAFIN HAUSA,MAJAWA,MAJAWA PRI. SCH. I,17-15-07-007,574
2603,JIGAWA,KAFIN HAUSA,MAJAWA,MARUWA PRI. SCH. II,17-15-07-008,638
2604,JIGAWA,KAFIN HAUSA,MAJAWA,SHAKATO PRI. SCH.,17-15-07-009,821
2605,JIGAWA,KAFIN HAUSA,MAJAWA,VILLAGE CENTRE/SUSO,17-15-07-010,363
2606,JIGAWA,KAFIN HAUSA,MAJAWA,TUMBAI PRI. SCH.,17-15-07-011,312
2607,JIGAWA,KAFIN HAUSA,MAJAWA,WOLOYE PRI. SCH.,17-15-07-012,474
2608,JIGAWA,KAFIN HAUSA,MAJAWA,VILLAGE CENTRE/WARYAM,17-15-07-013,274
2609,JIGAWA,KAFIN HAUSA,MAJAWA,SHAKATO PRIMARY SCHOOL II,17-15-07-014,95
2610,JIGAWA,KAFIN HAUSA,MEZAN,ADUYA PRI. SCH.,17-15-08-001,707
2611,JIGAWA,KAFIN HAUSA,MEZAN,VILLAGE CENTRE BAGGAWO,17-15-08-002,331
2612,JIGAWA,KAFIN HAUSA,MEZAN,B/GANDU PRI. SCH.,17-15-08-003,481
2613,JIGAWA,KAFIN HAUSA,MEZAN,B/KARI PRI. SCH.,17-15-08-004,355
2614,JIGAWA,KAFIN HAUSA,MEZAN,VILLAGE CENTRE/DAMNO,17-15-08-005,518
2615,JIGAWA,KAFIN HAUSA,MEZAN,GILADORI PRI. SCH,17-15-08-006,148
2616,JIGAWA,KAFIN HAUSA,MEZAN,GULUGULUN PRI. SCH.,17-15-08-007,666
2617,JIGAWA,KAFIN HAUSA,MEZAN,VILLAGE CENTRE/J/GABAS,17-15-08-008,682
2618,JIGAWA,KAFIN HAUSA,MEZAN,J/MEZAN PRI. SCH,17-15-08-009,395
2619,JIGAWA,KAFIN HAUSA,MEZAN,KARSHA PRI. SCH.,17-15-08-010,327
2620,JIGAWA,KAFIN HAUSA,MEZAN,KWATALO PRI. SCH.,17-15-08-011,873
2621,JIGAWA,KAFIN HAUSA,MEZAN,VILLAGE CENTRE/M/KIRI,17-15-08-012,578
2622,JIGAWA,KAFIN HAUSA,MEZAN,MEZAN PRI. SCH.,17-15-08-013,750
2623,JIGAWA,KAFIN HAUSA,MEZAN,VILLAGE CENTRE/M/KWARI,17-15-08-014,497
2624,JIGAWA,KAFIN HAUSA,MEZAN,S/GIDA GABAS PRI. SCH.,17-15-08-015,750
2625,JIGAWA,KAFIN HAUSA,MEZAN,S/GIDA  YAMMA PRI. SCH.,17-15-08-016,736
2626,JIGAWA,KAFIN HAUSA,MEZAN,SATERI PRI. SCH.,17-15-08-017,284
2627,JIGAWA,KAFIN HAUSA,MEZAN,VILLAGE CENTRE/TAKAJI,17-15-08-018,450
2628,JIGAWA,KAFIN HAUSA,MEZAN,Y/RINDE PRI. SCH.,17-15-08-019,474
2629,JIGAWA,KAFIN HAUSA,MEZAN,MAKERA/MEZAN,17-15-08-020,467
2630,JIGAWA,KAFIN HAUSA,MEZAN,KWATALO PRIMARY SCHOOL II,17-15-08-021,163
2631,JIGAWA,KAFIN HAUSA,MEZAN,MEZAN PRIMARY SCHOOL II,17-15-08-022,376
2632,JIGAWA,KAFIN HAUSA,MEZAN,SABON GIDA PRIMARI SCHOOL II,17-15-08-023,379
2633,JIGAWA,KAFIN HAUSA,RUBA,VILLAGE CENTRE/DUNDAYE,17-15-09-001,447
2634,JIGAWA,KAFIN HAUSA,RUBA,VILLAGE CENTRE/RUWANDAWA,17-15-09-002,382
2635,JIGAWA,KAFIN HAUSA,RUBA,TUMBAI PRI. SCH/FAKO/TUMBAI,17-15-09-003,567
2636,JIGAWA,KAFIN HAUSA,RUBA,G/AMADU PRI. SCH.,17-15-09-004,272
2637,JIGAWA,KAFIN HAUSA,RUBA,GIDAN KANYA PRI. SCH.,17-15-09-005,572
2638,JIGAWA,KAFIN HAUSA,RUBA,GIDAN MATA PRI. SCH.,17-15-09-006,684
2639,JIGAWA,KAFIN HAUSA,RUBA,KORE PRI. SCH.,17-15-09-007,654
2640,JIGAWA,KAFIN HAUSA,RUBA,JAJERI PRI. SCH.,17-15-09-008,296
2641,JIGAWA,KAFIN HAUSA,RUBA,VILLAGE CENTRE/JALGA,17-15-09-009,256
2642,JIGAWA,KAFIN HAUSA,RUBA,KWATONMA PRI. SCH.,17-15-09-010,476
2643,JIGAWA,KAFIN HAUSA,RUBA,DISPENSARY/G/SARKI,17-15-09-011,674
2644,JIGAWA,KAFIN HAUSA,RUBA,MARUKO PRI. SCH.,17-15-09-012,435
2645,JIGAWA,KAFIN HAUSA,RUBA,RUBA PRI. SCH.  I,17-15-09-013,963
2646,JIGAWA,KAFIN HAUSA,RUBA,RUBA PRI. SCH.  II,17-15-09-014,897
2647,JIGAWA,KAFIN HAUSA,RUBA,SHARBI PRI. SCH.,17-15-09-015,400
2648,JIGAWA,KAFIN HAUSA,RUBA,D/KYAURE PRI. SCH.,17-15-09-016,750
2649,JIGAWA,KAFIN HAUSA,RUBA,GAIKAU RUGA VILLAGE CENTRE,17-15-09-017,126
2650,JIGAWA,KAFIN HAUSA,RUBA,DUMADUMIN KYAURE P.S II,17-15-09-018,522
2651,JIGAWA,KAFIN HAUSA,RUBA,DUMADUMIN KYAURE P.S III,17-15-09-019,424
2652,JIGAWA,KAFIN HAUSA,RUBA,UP RUBA JSS II,17-15-09-020,118
2653,JIGAWA,KAFIN HAUSA,RUBA,RUBA JSS III,17-15-09-021,114
2654,JIGAWA,KAFIN HAUSA,SARAWA,MATAKUWA PRI. SCH.,17-15-10-001,348
2655,JIGAWA,KAFIN HAUSA,SARAWA,KUTUNGUM PRI. SCH.,17-15-10-002,512
2656,JIGAWA,KAFIN HAUSA,SARAWA,VILLAGE CENTRE/BALEWA,17-15-10-003,359
2657,JIGAWA,KAFIN HAUSA,SARAWA,AUTAKO PRI. SCH.,17-15-10-004,400
2658,JIGAWA,KAFIN HAUSA,SARAWA,FADAWA PRI. SCH.,17-15-10-005,581
2659,JIGAWA,KAFIN HAUSA,SARAWA,BARADUWA PRI. SCH.,17-15-10-006,552
2660,JIGAWA,KAFIN HAUSA,SARAWA,KAUZAWA PRI. SCH.,17-15-10-007,754
2661,JIGAWA,KAFIN HAUSA,SARAWA,DISPENSARY/K/GALADIMA,17-15-10-008,459
2662,JIGAWA,KAFIN HAUSA,SARAWA,GATASHU PRI. SCH.,17-15-10-009,313
2663,JIGAWA,KAFIN HAUSA,SARAWA,SARAWA YAMMA PRI. SCH.,17-15-10-010,815
2664,JIGAWA,KAFIN HAUSA,SARAWA,AFIRZINA PRI. SCH.,17-15-10-011,590
2665,JIGAWA,KAFIN HAUSA,SARAWA,DUNDU VILLAGE CENTRE,17-15-10-012,199
2666,JIGAWA,KAFIN HAUSA,SARAWA,VILLAGE CENTRE/MALUMAWA,17-15-10-013,301
2667,JIGAWA,KAFIN HAUSA,SARAWA,DAWAYA VILLAGE CENTRE,17-15-10-014,238
2668,JIGAWA,KAFIN HAUSA,SARAWA,ANSAYA VILLAGE CENTRE,17-15-10-015,415
2669,JIGAWA,KAFIN HAUSA,SARAWA,VILLAGE CENTRE/GANDU,17-15-10-016,400
2670,JIGAWA,KAFIN HAUSA,SARAWA,VILLAGE CENTRE/GURGUNDAHO,17-15-10-017,612
2671,JIGAWA,KAFIN HAUSA,SARAWA,VILLAGE CENTRE/TAMBALE,17-15-10-018,694
2672,JIGAWA,KAFIN HAUSA,SARAWA,VILLAGE CENTRE/DAMANYO,17-15-10-019,191
2673,JIGAWA,KAFIN HAUSA,SARAWA,A/MAGAJI,17-15-10-020,691
2674,JIGAWA,KAFIN HAUSA,SARAWA,K/FADA/MATAKUR,17-15-10-021,475
2675,JIGAWA,KAFIN HAUSA,SARAWA,K/FADA JODADE,17-15-10-022,415
2676,JIGAWA,KAFIN HAUSA,SARAWA,K/FADA/KYARI,17-15-10-023,598
2677,JIGAWA,KAFIN HAUSA,SARAWA,K/FADA/ABEWA,17-15-10-024,524
2678,JIGAWA,KAFIN HAUSA,SARAWA,TAGAGADAWAI,17-15-10-025,486
2679,JIGAWA,KAFIN HAUSA,SARAWA,K/FADA/S/MAKERA,17-15-10-026,402
2680,JIGAWA,KAFIN HAUSA,SARAWA,G/MAIUNGUWA/TILORI,17-15-10-027,279
2681,JIGAWA,KAFIN HAUSA,SARAWA,VILLAGE CENTRE/HADA GWAI-GWAI,17-15-10-028,493
2682,JIGAWA,KAFIN HAUSA,SARAWA,ADARAUSHE PRI SCH,17-15-10-029,672
2683,JIGAWA,KAFIN HAUSA,SARAWA,MANABA PRI SCH,17-15-10-030,682
2684,JIGAWA,KAFIN HAUSA,SARAWA,DISPENSARY/ SARAWA GABAS,17-15-10-031,921
2685,JIGAWA,KAFIN HAUSA,SARAWA,VILLAGE CENTRE/G/NABATI,17-15-10-032,385
2686,JIGAWA,KAFIN HAUSA,SARAWA,KADUGUR PRI. SCH.,17-15-10-033,753
2687,JIGAWA,KAFIN HAUSA,SARAWA,PRY SCH/AUTAKO,17-15-10-034,230
2688,JIGAWA,KAFIN HAUSA,SARAWA,ISLAMIYYA P S SARAWA ,17-15-10-035,246
